conversation_id,feedback
gptchats_44896,helpful
gptchats_44902,helpful
gptchats_44906,helpful
gptchats_44910,helpful
gptchats_44916,helpful
gptchats_44923,helpful
gptchats_44955,not helpful
gptchats_44980,helpful
gptchats_45036,helpful
gptchats_45042,helpful
gptchats_45048,not helpful
gptchats_45069,helpful
gptchats_45075,helpful
gptchats_45077,helpful
gptchats_45103,not helpful
gptchats_45175,helpful
gptchats_45190,helpful
gptchats_45236,not helpful
gptchats_45265,helpful
gptchats_45286,helpful
gptchats_45292,helpful
gptchats_45332,helpful
gptchats_45333,helpful
gptchats_45352,helpful
gptchats_45356,helpful
gptchats_45369,helpful
gptchats_45385,helpful
gptchats_45389,helpful
gptchats_45393,helpful
gptchats_45399,not helpful
gptchats_45431,helpful
gptchats_45444,helpful
gptchats_45450,helpful
gptchats_45462,helpful
gptchats_45464,helpful
gptchats_45468,helpful
gptchats_45478,helpful
gptchats_45481,helpful
gptchats_45485,helpful
gptchats_45567,helpful
gptchats_45573,helpful
gptchats_45584,helpful
gptchats_45588,helpful
gptchats_45592,helpful
gptchats_45615,helpful
gptchats_45620,helpful
gptchats_45633,helpful
gptchats_45635,helpful
gptchats_45648,helpful
gptchats_45652,helpful
gptchats_45656,helpful
gptchats_45660,helpful
gptchats_45664,helpful
gptchats_45668,helpful
gptchats_45672,helpful
gptchats_45674,helpful
gptchats_45678,helpful
gptchats_45712,helpful
gptchats_45724,helpful
gptchats_45730,helpful
gptchats_45736,helpful
gptchats_45741,helpful
gptchats_45752,helpful
gptchats_45754,helpful
gptchats_45786,helpful
gptchats_45798,helpful
gptchats_45801,not helpful
gptchats_45820,helpful
gptchats_45826,helpful
gptchats_45856,helpful
gptchats_45882,helpful
gptchats_45897,helpful
gptchats_45901,helpful
gptchats_45916,helpful
gptchats_45918,helpful
gptchats_45926,helpful
gptchats_45927,helpful
gptchats_45939,not helpful
gptchats_45970,helpful
gptchats_45979,helpful
gptchats_45995,not helpful
gptchats_45997,helpful
gptchats_46014,helpful
gptchats_46020,helpful
gptchats_46022,helpful
gptchats_46023,helpful
gptchats_46025,helpful
gptchats_46030,helpful
gptchats_46061,helpful
gptchats_46063,helpful
gptchats_46073,helpful
gptchats_46090,helpful
gptchats_46096,helpful
gptchats_46114,helpful
gptchats_46119,helpful
gptchats_46139,helpful
gptchats_46144,helpful
gptchats_46149,helpful
gptchats_46161,helpful
gptchats_46162,helpful
gptchats_46185,helpful
gptchats_46231,helpful
gptchats_46242,helpful
gptchats_46248,helpful
gptchats_46252,helpful
gptchats_46262,helpful
gptchats_46265,helpful
gptchats_46268,helpful
gptchats_46284,helpful
gptchats_46288,helpful
gptchats_46290,helpful
gptchats_46294,helpful
gptchats_46306,helpful
gptchats_46308,helpful
gptchats_46317,helpful
gptchats_46325,helpful
gptchats_46350,helpful
gptchats_46388,helpful
gptchats_46399,helpful
gptchats_46404,not helpful
gptchats_46408,helpful
gptchats_46424,helpful
gptchats_46430,helpful
gptchats_46440,helpful
gptchats_46442,helpful
gptchats_46474,helpful
gptchats_46482,helpful
gptchats_46484,not helpful
gptchats_46507,helpful
gptchats_46518,helpful
gptchats_46522,helpful
gptchats_46523,not helpful
gptchats_46536,helpful
gptchats_46542,not helpful
gptchats_46546,helpful
gptchats_46553,helpful
gptchats_46557,helpful
gptchats_46560,helpful
gptchats_46562,helpful
gptchats_46579,helpful
gptchats_46589,not helpful
gptchats_46592,helpful
gptchats_46618,helpful
gptchats_46626,helpful
gptchats_46645,helpful
gptchats_46656,helpful
gptchats_46664,helpful
gptchats_46682,helpful
gptchats_46683,helpful
gptchats_46688,helpful
gptchats_46690,helpful
gptchats_46698,helpful
gptchats_46707,helpful
gptchats_46726,helpful
gptchats_46736,helpful
gptchats_46740,helpful
gptchats_46744,helpful
gptchats_46756,helpful
gptchats_46761,not helpful
gptchats_46765,not helpful
gptchats_46779,helpful
gptchats_46789,helpful
gptchats_46828,helpful
gptchats_46840,helpful
gptchats_46850,helpful
gptchats_46866,helpful
gptchats_46876,helpful
gptchats_46882,helpful
gptchats_46892,helpful
gptchats_46920,helpful
gptchats_46924,helpful
gptchats_46926,not helpful
gptchats_46939,helpful
gptchats_46941,helpful
gptchats_46956,helpful
gptchats_46958,helpful
gptchats_46960,not helpful
gptchats_46979,helpful
gptchats_46985,helpful
gptchats_46987,helpful
gptchats_46997,helpful
gptchats_46998,helpful
gptchats_47012,helpful
gptchats_47026,helpful
gptchats_47078,helpful
gptchats_47101,helpful
gptchats_47110,helpful
gptchats_47121,helpful
gptchats_47146,helpful
gptchats_47148,helpful
gptchats_47166,helpful
gptchats_47172,helpful
gptchats_47192,helpful
gptchats_47196,helpful
gptchats_47218,helpful
gptchats_47223,helpful
gptchats_47228,helpful
gptchats_47250,not helpful
gptchats_47261,helpful
gptchats_47309,helpful
gptchats_47317,helpful
gptchats_47321,helpful
gptchats_47323,helpful
gptchats_47327,not helpful
gptchats_47330,helpful
gptchats_47344,helpful
gptchats_47352,helpful
gptchats_47360,helpful
gptchats_47373,helpful
gptchats_47376,helpful
gptchats_47418,helpful
gptchats_47420,helpful
gptchats_47430,helpful
gptchats_47490,not helpful
gptchats_47515,helpful
gptchats_47710,helpful
gptchats_47722,not helpful
gptchats_47730,not helpful
gptchats_47734,helpful
gptchats_47736,helpful
gptchats_47740,not helpful
gptchats_47746,helpful
gptchats_47753,helpful
gptchats_47785,helpful
gptchats_47789,helpful
gptchats_47797,helpful
gptchats_47805,not helpful
gptchats_47832,helpful
gptchats_47852,helpful
gptchats_47866,helpful
gptchats_47867,helpful
gptchats_47880,not helpful
gptchats_47902,helpful
gptchats_47908,helpful
gptchats_47910,helpful
gptchats_47912,helpful
gptchats_47918,helpful
gptchats_47920,helpful
gptchats_47929,helpful
gptchats_48037,helpful
gptchats_48039,helpful
gptchats_48043,helpful
gptchats_48045,helpful
gptchats_48053,helpful
gptchats_48055,helpful
gptchats_48057,helpful
gptchats_48069,helpful
gptchats_48078,helpful
gptchats_48105,not helpful
gptchats_48116,helpful
gptchats_48117,helpful
gptchats_48125,helpful
gptchats_48134,helpful
gptchats_48140,helpful
gptchats_48151,helpful
gptchats_48157,not helpful
gptchats_48168,helpful
gptchats_48182,helpful
gptchats_48240,helpful
gptchats_48244,helpful
gptchats_48249,helpful
gptchats_48258,helpful
gptchats_48273,helpful
gptchats_48287,helpful
gptchats_48304,helpful
gptchats_48321,helpful
gptchats_48348,helpful
gptchats_48356,helpful
gptchats_48368,helpful
gptchats_48369,helpful
gptchats_48389,helpful
gptchats_48443,helpful
gptchats_48447,helpful
gptchats_48463,helpful
gptchats_48519,helpful
gptchats_48523,helpful
gptchats_48559,helpful
gptchats_48596,helpful
gptchats_48603,helpful
gptchats_48617,helpful
gptchats_48621,not helpful
gptchats_48624,helpful
gptchats_48643,helpful
gptchats_48653,helpful
gptchats_48665,helpful
gptchats_48679,helpful
gptchats_48685,helpful
gptchats_48687,helpful
gptchats_48691,helpful
gptchats_48697,helpful
gptchats_48713,helpful
gptchats_48792,helpful
gptchats_48807,helpful
gptchats_48838,helpful
gptchats_48840,helpful
gptchats_48854,helpful
gptchats_48861,not helpful
gptchats_48869,helpful
gptchats_48879,helpful
gptchats_48886,helpful
gptchats_48931,helpful
gptchats_48957,helpful
gptchats_49021,helpful
gptchats_49034,helpful
gptchats_49036,not helpful
gptchats_49043,helpful
gptchats_49049,helpful
gptchats_49061,helpful
gptchats_49147,not helpful
gptchats_49149,not helpful
gptchats_49187,helpful
gptchats_49193,helpful
gptchats_49216,helpful
gptchats_49231,helpful
gptchats_49257,helpful
gptchats_49271,helpful
gptchats_49297,helpful
gptchats_49353,helpful
gptchats_49358,helpful
gptchats_49361,helpful
gptchats_49363,helpful
gptchats_49367,not helpful
gptchats_49371,helpful
gptchats_49382,not helpful
gptchats_49392,helpful
gptchats_49433,helpful
gptchats_49445,helpful
gptchats_49463,helpful
gptchats_49481,helpful
gptchats_49511,helpful
gptchats_49521,helpful
gptchats_49523,helpful
gptchats_49532,helpful
gptchats_49534,helpful
gptchats_49565,helpful
gptchats_49577,helpful
gptchats_49592,helpful
gptchats_49597,helpful
gptchats_49614,helpful
gptchats_49641,helpful
gptchats_49645,helpful
gptchats_49694,helpful
gptchats_49698,not helpful
gptchats_49715,helpful
gptchats_49721,helpful
gptchats_49736,helpful
gptchats_49743,helpful
gptchats_49757,helpful
gptchats_49769,not helpful
gptchats_49772,helpful
gptchats_49799,not helpful
gptchats_49803,helpful
gptchats_49823,helpful
gptchats_49829,helpful
gptchats_49852,helpful
gptchats_49860,helpful
gptchats_49864,helpful
gptchats_49892,helpful
gptchats_49904,helpful
gptchats_49923,helpful
gptchats_49945,helpful
gptchats_49950,helpful
gptchats_49957,helpful
gptchats_49973,not helpful
gptchats_49979,not helpful
gptchats_49987,helpful
gptchats_49992,not helpful
gptchats_50000,helpful
gptchats_50008,helpful
gptchats_50026,helpful
gptchats_50033,helpful
gptchats_50055,helpful
gptchats_50066,helpful
gptchats_50079,helpful
gptchats_50118,helpful
gptchats_50124,helpful
gptchats_50130,helpful
gptchats_50180,not helpful
gptchats_50213,helpful
gptchats_50214,helpful
gptchats_50217,helpful
gptchats_50219,helpful
gptchats_50247,helpful
gptchats_50268,helpful
gptchats_50274,not helpful
gptchats_50284,helpful
gptchats_50290,helpful
gptchats_50294,helpful
gptchats_50296,helpful
gptchats_50304,helpful
gptchats_50347,helpful
gptchats_50353,helpful
gptchats_50357,helpful
gptchats_50361,helpful
gptchats_50363,helpful
gptchats_50365,helpful
gptchats_50379,helpful
gptchats_50381,helpful
gptchats_50387,helpful
gptchats_50399,not helpful
gptchats_50414,helpful
gptchats_50417,helpful
gptchats_50421,helpful
gptchats_50437,helpful
gptchats_50460,helpful
gptchats_50513,helpful
gptchats_50565,helpful
gptchats_50578,helpful
gptchats_50590,helpful
gptchats_50594,helpful
gptchats_50595,helpful
gptchats_50618,not helpful
gptchats_50656,helpful
gptchats_50668,helpful
gptchats_50673,helpful
gptchats_50676,helpful
gptchats_50682,helpful
gptchats_50684,not helpful
gptchats_50700,helpful
gptchats_50702,helpful
gptchats_50727,helpful
gptchats_50731,helpful
gptchats_50734,helpful
gptchats_50738,helpful
gptchats_50750,helpful
gptchats_50756,not helpful
gptchats_50762,helpful
gptchats_50769,helpful
gptchats_50782,helpful
gptchats_50799,not helpful
gptchats_50813,helpful
gptchats_50821,not helpful
gptchats_50838,helpful
gptchats_50845,helpful
gptchats_50898,helpful
gptchats_50902,helpful
gptchats_50918,helpful
gptchats_50924,helpful
gptchats_50999,helpful
gptchats_51034,not helpful
gptchats_51038,helpful
gptchats_51048,helpful
gptchats_51061,helpful
gptchats_51064,helpful
gptchats_51074,helpful
gptchats_51082,helpful
gptchats_51084,helpful
gptchats_51101,not helpful
gptchats_51106,helpful
gptchats_51108,not helpful
gptchats_51109,helpful
gptchats_51148,helpful
gptchats_51163,helpful
gptchats_51184,helpful
gptchats_51191,helpful
gptchats_51225,helpful
gptchats_51239,helpful
gptchats_51243,helpful
gptchats_51261,helpful
gptchats_51270,helpful
gptchats_51277,helpful
gptchats_51305,not helpful
gptchats_51311,helpful
gptchats_51333,helpful
gptchats_51356,helpful
gptchats_51365,helpful
gptchats_51369,helpful
gptchats_51376,helpful
gptchats_51389,helpful
gptchats_51393,helpful
gptchats_51409,helpful
gptchats_51414,helpful
gptchats_51422,helpful
gptchats_51426,helpful
gptchats_51430,helpful
gptchats_51436,helpful
gptchats_51442,helpful
gptchats_51469,helpful
gptchats_51470,helpful
gptchats_51476,helpful
gptchats_51489,helpful
gptchats_51509,helpful
gptchats_51523,helpful
gptchats_51532,helpful
gptchats_51534,helpful
gptchats_51536,helpful
gptchats_51544,helpful
gptchats_51548,helpful
gptchats_51556,helpful
gptchats_51583,helpful
gptchats_51591,helpful
gptchats_51615,helpful
gptchats_51628,helpful
gptchats_51687,helpful
gptchats_51706,helpful
gptchats_51751,helpful
gptchats_51757,helpful
gptchats_51779,not helpful
gptchats_51797,helpful
gptchats_51800,helpful
gptchats_51806,helpful
gptchats_51810,helpful
gptchats_51822,helpful
gptchats_51823,helpful
gptchats_51826,helpful
gptchats_51828,helpful
gptchats_51837,helpful
gptchats_51906,helpful
gptchats_51924,helpful
gptchats_51931,helpful
gptchats_51941,helpful
gptchats_51944,helpful
gptchats_51954,helpful
gptchats_51958,helpful
gptchats_51960,helpful
gptchats_51984,helpful
gptchats_52004,helpful
gptchats_52018,helpful
gptchats_52030,helpful
gptchats_52091,helpful
gptchats_52100,helpful
gptchats_52106,helpful
gptchats_52122,helpful
gptchats_52141,helpful
gptchats_52143,helpful
gptchats_52166,helpful
gptchats_52179,helpful
gptchats_52185,not helpful
gptchats_52216,helpful
gptchats_52218,helpful
gptchats_52246,helpful
gptchats_52248,helpful
gptchats_52262,helpful
gptchats_52266,helpful
gptchats_52283,helpful
gptchats_52310,helpful
gptchats_52326,helpful
gptchats_52332,helpful
gptchats_52339,helpful
gptchats_52344,helpful
gptchats_52366,helpful
gptchats_52369,helpful
gptchats_52375,helpful
gptchats_52381,helpful
gptchats_52393,helpful
gptchats_52397,helpful
gptchats_52440,helpful
gptchats_52444,helpful
gptchats_52451,helpful
gptchats_52454,helpful
gptchats_52475,helpful
gptchats_52480,not helpful
gptchats_52483,helpful
gptchats_52488,helpful
gptchats_52494,not helpful
gptchats_52498,helpful
gptchats_52500,helpful
gptchats_52505,helpful
gptchats_52531,helpful
gptchats_52535,not helpful
gptchats_52545,not helpful
gptchats_52550,helpful
gptchats_52568,helpful
gptchats_52569,helpful
gptchats_52578,helpful
gptchats_52588,helpful
gptchats_52596,helpful
gptchats_52604,not helpful
gptchats_52619,helpful
gptchats_52654,helpful
gptchats_52661,not helpful
gptchats_52662,helpful
gptchats_52679,helpful
gptchats_52687,helpful
gptchats_52694,helpful
gptchats_52697,helpful
gptchats_52719,not helpful
gptchats_52750,helpful
gptchats_52769,helpful
gptchats_52770,helpful
gptchats_52779,helpful
gptchats_52800,helpful
gptchats_52803,helpful
gptchats_52831,helpful
gptchats_52842,helpful
gptchats_52862,helpful
gptchats_52871,helpful
gptchats_52873,helpful
gptchats_52875,helpful
gptchats_52876,helpful
gptchats_52880,helpful
gptchats_52886,helpful
gptchats_52904,helpful
gptchats_52905,helpful
gptchats_52909,helpful
gptchats_52913,helpful
gptchats_52914,helpful
gptchats_52916,helpful
gptchats_52922,helpful
gptchats_52923,helpful
gptchats_52939,helpful
gptchats_52947,helpful
gptchats_52948,helpful
gptchats_52968,helpful
gptchats_52973,helpful
gptchats_52974,helpful
gptchats_52977,helpful
gptchats_52978,helpful
gptchats_52979,helpful
gptchats_52981,helpful
gptchats_52988,helpful
gptchats_52997,helpful
gptchats_53001,helpful
gptchats_53002,helpful
gptchats_53005,helpful
gptchats_53053,helpful
gptchats_53065,helpful
gptchats_53091,helpful
gptchats_53092,helpful
gptchats_53093,not helpful
gptchats_53101,helpful
gptchats_53102,helpful
gptchats_53122,helpful
gptchats_53127,helpful
gptchats_53135,helpful
gptchats_53139,helpful
gptchats_53144,helpful
gptchats_53146,helpful
gptchats_53151,helpful
gptchats_53153,helpful
gptchats_53154,helpful
gptchats_53166,helpful
gptchats_53180,helpful
gptchats_53182,helpful
gptchats_53193,helpful
gptchats_53197,helpful
gptchats_53200,helpful
gptchats_53201,helpful
gptchats_53262,helpful
gptchats_53263,helpful
gptchats_53269,helpful
gptchats_53286,helpful
gptchats_53299,helpful
gptchats_53301,helpful
gptchats_53339,helpful
gptchats_53356,helpful
gptchats_53367,helpful
gptchats_53372,helpful
gptchats_53376,helpful
gptchats_53379,helpful
gptchats_53389,helpful
gptchats_53401,helpful
gptchats_53405,helpful
gptchats_53415,helpful
gptchats_53418,helpful
gptchats_53423,helpful
gptchats_53430,helpful
gptchats_53434,helpful
gptchats_53443,helpful
gptchats_53449,helpful
gptchats_53459,helpful
gptchats_53478,helpful
gptchats_53487,helpful
gptchats_53489,helpful
gptchats_53500,helpful
gptchats_53510,helpful
gptchats_53518,helpful
gptchats_53522,helpful
gptchats_53537,helpful
gptchats_53539,helpful
gptchats_53541,helpful
gptchats_53543,helpful
gptchats_53548,helpful
gptchats_53549,helpful
gptchats_53550,helpful
gptchats_53557,helpful
gptchats_53561,helpful
gptchats_53564,helpful
gptchats_53565,helpful
gptchats_53567,helpful
gptchats_53577,helpful
gptchats_53589,not helpful
gptchats_53623,helpful
gptchats_53624,helpful
gptchats_53635,helpful
gptchats_53641,helpful
gptchats_53645,helpful
gptchats_53648,helpful
gptchats_53649,helpful
gptchats_53650,helpful
gptchats_53652,helpful
gptchats_53663,helpful
gptchats_53673,not helpful
gptchats_53675,helpful
gptchats_53679,helpful
gptchats_53694,helpful
gptchats_53696,helpful
gptchats_53697,helpful
gptchats_53710,helpful
gptchats_53713,helpful
gptchats_53717,helpful
gptchats_53726,helpful
gptchats_53729,not helpful
gptchats_53747,helpful
gptchats_53748,helpful
gptchats_53775,helpful
gptchats_53776,helpful
gptchats_53781,helpful
gptchats_53796,helpful
gptchats_53797,helpful
gptchats_53800,helpful
gptchats_53806,helpful
gptchats_53841,helpful
gptchats_53847,helpful
gptchats_53854,helpful
gptchats_53858,helpful
gptchats_53865,helpful
gptchats_53876,helpful
gptchats_53896,not helpful
gptchats_53927,helpful
gptchats_53940,helpful
gptchats_53954,helpful
gptchats_53964,helpful
gptchats_53975,helpful
gptchats_53977,helpful
gptchats_53978,helpful
gptchats_53982,not helpful
gptchats_53983,helpful
gptchats_53984,helpful
gptchats_53990,helpful
gptchats_53998,helpful
gptchats_54005,helpful
gptchats_54007,helpful
gptchats_54013,helpful
gptchats_54017,helpful
gptchats_54018,helpful
gptchats_54020,helpful
gptchats_54023,helpful
gptchats_54026,helpful
gptchats_54036,helpful
gptchats_54040,helpful
gptchats_54058,helpful
gptchats_54060,helpful
gptchats_54073,helpful
gptchats_54086,helpful
gptchats_54101,not helpful
gptchats_54102,helpful
gptchats_54113,not helpful
gptchats_54134,helpful
gptchats_54152,helpful
gptchats_54153,helpful
gptchats_54166,helpful
gptchats_54167,helpful
gptchats_54172,not helpful
gptchats_54181,helpful
gptchats_54208,helpful
gptchats_54218,helpful
gptchats_54231,helpful
gptchats_54236,helpful
gptchats_54250,helpful
gptchats_54263,helpful
gptchats_54265,helpful
gptchats_54275,helpful
gptchats_54276,helpful
gptchats_54286,helpful
gptchats_54291,helpful
gptchats_54310,helpful
gptchats_54326,helpful
gptchats_54328,not helpful
gptchats_54351,helpful
gptchats_54360,helpful
gptchats_54362,helpful
gptchats_54369,helpful
gptchats_54370,helpful
gptchats_54381,helpful
gptchats_54386,helpful
gptchats_54387,helpful
gptchats_54388,helpful
gptchats_54403,helpful
gptchats_54422,helpful
gptchats_54477,helpful
gptchats_54499,not helpful
gptchats_54505,not helpful
gptchats_54511,helpful
gptchats_54522,helpful
gptchats_54533,not helpful
gptchats_54553,helpful
gptchats_54555,helpful
gptchats_54583,helpful
gptchats_54605,helpful
gptchats_54665,helpful
gptchats_54692,helpful
gptchats_54694,helpful
gptchats_54703,helpful
gptchats_54751,helpful
gptchats_54754,helpful
gptchats_54764,helpful
gptchats_54766,helpful
gptchats_54772,helpful
gptchats_54809,not helpful
gptchats_54819,helpful
gptchats_54820,helpful
gptchats_54828,helpful
gptchats_54829,helpful
gptchats_54852,not helpful
gptchats_54873,helpful
gptchats_54875,helpful
gptchats_54877,helpful
gptchats_54888,helpful
gptchats_54894,helpful
gptchats_54896,helpful
gptchats_54939,helpful
gptchats_54944,helpful
gptchats_54948,not helpful
gptchats_54961,helpful
gptchats_54962,helpful
gptchats_54969,helpful
gptchats_54970,helpful
gptchats_54999,not helpful
gptchats_55000,helpful
gptchats_55010,helpful
gptchats_55014,helpful
gptchats_55015,helpful
gptchats_55024,helpful
gptchats_55030,helpful
gptchats_55049,helpful
gptchats_55052,helpful
gptchats_55054,helpful
gptchats_55056,helpful
gptchats_55062,helpful
gptchats_55071,helpful
gptchats_55152,helpful
gptchats_55212,helpful
gptchats_55214,helpful
gptchats_55217,helpful
gptchats_55224,helpful
gptchats_55237,helpful
gptchats_55238,helpful
gptchats_55240,helpful
gptchats_55241,helpful
gptchats_55247,helpful
gptchats_55254,helpful
gptchats_55267,helpful
gptchats_55268,not helpful
gptchats_55280,helpful
gptchats_55305,helpful
gptchats_55307,helpful
gptchats_55315,helpful
gptchats_55325,helpful
gptchats_55341,helpful
gptchats_55355,helpful
gptchats_55390,helpful
gptchats_55401,helpful
gptchats_55405,helpful
gptchats_55412,helpful
gptchats_55426,helpful
gptchats_55428,helpful
gptchats_55434,helpful
gptchats_55438,helpful
gptchats_55455,helpful
gptchats_55456,helpful
gptchats_55459,helpful
gptchats_55462,helpful
gptchats_55476,helpful
gptchats_55477,helpful
gptchats_55490,helpful
gptchats_55509,helpful
gptchats_55528,helpful
gptchats_55530,helpful
gptchats_55535,helpful
gptchats_55551,helpful
gptchats_55557,helpful
gptchats_55574,helpful
gptchats_55583,helpful
gptchats_55589,helpful
gptchats_55596,helpful
gptchats_55604,not helpful
gptchats_55619,not helpful
gptchats_55631,helpful
gptchats_55645,helpful
gptchats_55650,helpful
gptchats_55657,helpful
gptchats_55663,helpful
gptchats_55674,not helpful
gptchats_55679,helpful
gptchats_55715,helpful
gptchats_55716,helpful
gptchats_55726,helpful
gptchats_55728,helpful
gptchats_55733,helpful
gptchats_55738,helpful
gptchats_55749,helpful
gptchats_55765,helpful
gptchats_55766,helpful
gptchats_55806,helpful
gptchats_55816,helpful
gptchats_55825,helpful
gptchats_55838,helpful
gptchats_55843,helpful
gptchats_55870,helpful
gptchats_55881,helpful
gptchats_55888,helpful
gptchats_55890,helpful
gptchats_55946,helpful
gptchats_55947,helpful
gptchats_55955,helpful
gptchats_55971,helpful
gptchats_55984,not helpful
gptchats_55992,not helpful
gptchats_56010,helpful
gptchats_56014,helpful
gptchats_56033,helpful
gptchats_56034,helpful
gptchats_56036,helpful
gptchats_56037,helpful
gptchats_56049,helpful
gptchats_56055,helpful
gptchats_56058,not helpful
gptchats_56064,helpful
gptchats_56089,helpful
gptchats_56094,helpful
gptchats_56125,helpful
gptchats_56136,helpful
gptchats_56137,helpful
gptchats_56143,helpful
gptchats_56156,helpful
gptchats_56188,helpful
gptchats_56191,not helpful
gptchats_56192,helpful
gptchats_56224,helpful
gptchats_56225,helpful
gptchats_56226,not helpful
gptchats_56239,helpful
gptchats_56244,helpful
gptchats_56270,helpful
gptchats_56272,helpful
gptchats_56277,not helpful
gptchats_56280,helpful
gptchats_56283,helpful
gptchats_56284,helpful
gptchats_56299,helpful
gptchats_56306,helpful
gptchats_56325,helpful
gptchats_56332,helpful
gptchats_56337,not helpful
gptchats_56338,not helpful
gptchats_56390,helpful
gptchats_56428,not helpful
gptchats_56431,helpful
gptchats_56434,helpful
gptchats_56456,helpful
gptchats_56457,helpful
gptchats_56460,helpful
gptchats_56471,helpful
gptchats_56478,helpful
gptchats_56481,helpful
gptchats_56491,helpful
gptchats_56501,not helpful
gptchats_56549,helpful
gptchats_56551,helpful
gptchats_56562,helpful
gptchats_56568,helpful
gptchats_56571,helpful
gptchats_56592,helpful
gptchats_56601,helpful
gptchats_56602,helpful
gptchats_56603,helpful
gptchats_56604,helpful
gptchats_56610,helpful
gptchats_56619,helpful
gptchats_56626,not helpful
gptchats_56628,helpful
gptchats_56645,helpful
gptchats_56651,helpful
gptchats_56662,helpful
gptchats_56671,helpful
gptchats_56681,helpful
gptchats_56739,helpful
gptchats_56748,helpful
gptchats_56751,helpful
gptchats_56767,helpful
gptchats_56770,helpful
gptchats_56780,helpful
gptchats_56784,helpful
gptchats_56787,not helpful
gptchats_56813,helpful
gptchats_56848,helpful
gptchats_56855,helpful
gptchats_56859,helpful
gptchats_56863,helpful
gptchats_56873,helpful
gptchats_56876,helpful
gptchats_56877,helpful
gptchats_56883,helpful
gptchats_56890,helpful
gptchats_56894,helpful
gptchats_56901,not helpful
gptchats_56912,helpful
gptchats_56973,helpful
gptchats_56990,helpful
gptchats_56995,helpful
gptchats_56996,helpful
gptchats_57001,helpful
gptchats_57003,helpful
gptchats_57004,helpful
gptchats_57017,helpful
gptchats_57018,helpful
gptchats_57029,helpful
gptchats_57030,helpful
gptchats_57060,helpful
gptchats_57071,helpful
gptchats_57087,helpful
gptchats_57090,not helpful
gptchats_57111,helpful
gptchats_57115,helpful
gptchats_57128,helpful
gptchats_57130,helpful
gptchats_57160,helpful
gptchats_57194,helpful
gptchats_57204,not helpful
gptchats_57208,helpful
gptchats_57225,helpful
gptchats_57227,helpful
gptchats_57228,helpful
gptchats_57239,helpful
gptchats_57249,not helpful
gptchats_57253,helpful
gptchats_57261,helpful
gptchats_57263,not helpful
gptchats_57267,helpful
gptchats_57278,helpful
gptchats_57283,helpful
gptchats_57306,helpful
gptchats_57328,helpful
gptchats_57330,helpful
gptchats_57341,helpful
gptchats_57344,helpful
gptchats_57348,not helpful
gptchats_57350,helpful
gptchats_57361,helpful
gptchats_57362,not helpful
gptchats_57367,helpful
gptchats_57377,helpful
gptchats_57391,helpful
gptchats_57404,helpful
gptchats_57425,helpful
gptchats_57433,helpful
gptchats_57442,helpful
gptchats_57452,helpful
gptchats_57453,helpful
gptchats_57477,helpful
gptchats_57504,not helpful
gptchats_57508,helpful
gptchats_57517,helpful
gptchats_57522,helpful
gptchats_57528,helpful
gptchats_57529,helpful
gptchats_57535,helpful
gptchats_57537,helpful
gptchats_57538,helpful
gptchats_57539,helpful
gptchats_57543,helpful
gptchats_57580,helpful
gptchats_57582,helpful
gptchats_57583,helpful
gptchats_57588,helpful
gptchats_57638,helpful
gptchats_57639,helpful
gptchats_57649,helpful
gptchats_57654,helpful
gptchats_57661,helpful
gptchats_57663,helpful
gptchats_57684,helpful
gptchats_57718,helpful
gptchats_57719,helpful
gptchats_57741,helpful
gptchats_57748,helpful
gptchats_57756,helpful
gptchats_57757,helpful
gptchats_57760,helpful
gptchats_57770,helpful
gptchats_57783,helpful
gptchats_57786,helpful
gptchats_57807,helpful
gptchats_57808,not helpful
gptchats_57815,helpful
gptchats_57816,helpful
gptchats_57817,helpful
gptchats_57838,helpful
gptchats_57858,helpful
gptchats_57861,helpful
gptchats_57867,helpful
gptchats_57872,helpful
gptchats_57902,helpful
gptchats_57914,helpful
gptchats_57976,helpful
gptchats_57977,helpful
gptchats_57979,helpful
gptchats_57988,helpful
gptchats_57997,helpful
gptchats_58003,helpful
gptchats_58033,helpful
gptchats_58036,helpful
gptchats_58047,helpful
gptchats_58055,helpful
gptchats_58063,helpful
gptchats_58076,helpful
gptchats_58081,helpful
gptchats_58087,helpful
gptchats_58088,helpful
gptchats_58089,helpful
gptchats_58104,helpful
gptchats_58126,helpful
gptchats_58131,helpful
gptchats_58135,helpful
gptchats_58136,helpful
gptchats_58144,helpful
gptchats_58152,helpful
gptchats_58158,helpful
gptchats_58160,not helpful
gptchats_58169,helpful
gptchats_58172,helpful
gptchats_58177,helpful
gptchats_58182,helpful
gptchats_58208,not helpful
gptchats_58223,helpful
gptchats_58226,helpful
gptchats_58233,helpful
gptchats_58247,helpful
gptchats_58253,helpful
gptchats_58260,helpful
gptchats_58263,helpful
gptchats_58267,helpful
gptchats_58269,helpful
gptchats_58284,helpful
gptchats_58359,helpful
gptchats_58365,helpful
gptchats_58373,helpful
gptchats_58375,helpful
gptchats_58376,helpful
gptchats_58378,helpful
gptchats_58392,helpful
gptchats_58396,helpful
gptchats_58428,helpful
gptchats_58438,helpful
gptchats_58440,helpful
gptchats_58442,helpful
gptchats_58459,helpful
gptchats_58464,not helpful
gptchats_58465,helpful
gptchats_58468,helpful
gptchats_58489,helpful
gptchats_58492,helpful
gptchats_58498,helpful
gptchats_58503,helpful
gptchats_58530,helpful
gptchats_58535,helpful
