conversation_id,timestamp,cognitive_layer_score,n_user_messages,n_characters,pid,n_words_first_message,n_sentences_first_message,mean_words_first_3_messages,mean_sentences_first_3_messages,dictionary_complexity,embedding_entropy,sentiment_polarity
gptchats_10231,2023-08-25 17:03:24.632517+00:00,1,1,136,80239804,7.0,1.0,7.0,1.0,6.0,0.0,-0.6246130233630538
gptchats_10232,2023-08-25 17:05:45.367593+00:00,9,8,3205,80240309,5.0,1.0,2.3333333333333335,1.0,7.0,4.137025046738823,0.6043785959482193
gptchats_10234,2023-08-25 17:06:51.319904+00:00,8,8,3453,80240313,16.0,1.0,14.0,1.0,32.0,4.464719194395548,0.82178776524961
gptchats_10235,2023-08-25 17:11:44.538000+00:00,4,3,2136,80234513,7.0,1.0,6.666666666666667,1.6666666666666667,19.0,0.9430564714020075,-0.3938513733446598
gptchats_10236,2023-08-25 17:12:41.976829+00:00,16,16,6453,80236533,20.0,1.0,13.666666666666666,1.3333333333333333,35.0,6.694594569938028,-0.945584392407909
gptchats_10237,2023-08-25 17:12:53.383525+00:00,2,2,720,80234180,22.0,2.0,27.0,2.5,44.0,0.0,-0.9647698448970914
gptchats_10238,2023-08-25 17:15:38.021698+00:00,9,9,4500,80236412,6.0,1.0,11.333333333333334,1.0,30.0,4.8592488092466795,0.9487900425447152
gptchats_10239,2023-08-25 17:21:15.522652+00:00,9,9,3945,80240319,16.0,1.0,11.333333333333334,1.0,25.0,4.968858044007062,-0.9589965317863972
gptchats_10240,2023-08-25 17:23:22.394762+00:00,7,7,3618,80240320,11.0,1.0,14.333333333333334,1.0,35.0,5.521995800889666,-0.9167856888379902
gptchats_10241,2023-08-25 17:22:48.333924+00:00,6,6,2928,80237542,11.0,1.0,23.0,1.6666666666666667,50.0,3.5281669605709585,-0.9631092071067542
gptchats_10242,2023-08-25 17:30:43.225117+00:00,1,1,219,80240323,10.0,1.0,10.0,1.0,9.0,0.0,-0.9717286606319248
gptchats_10243,2023-08-25 17:31:06.381973+00:00,2,1,569,80240322,9.0,1.0,9.0,1.0,8.0,0.0,-0.1917083468288183
gptchats_10244,2023-08-25 17:31:36.246652+00:00,5,5,2393,80234065,7.0,1.0,34.333333333333336,3.3333333333333335,75.0,2.9772499277513136,0.984188602422364
gptchats_10245,2023-08-25 17:32:42.606059+00:00,3,3,1208,80240323,9.0,1.0,9.333333333333334,1.0,24.0,0.2708588572429393,-0.8079772526398301
gptchats_10246,2023-08-25 17:32:55.555280+00:00,3,3,582,80240324,1.0,1.0,4.0,1.0,11.0,0.4543049271212182,-0.5247683618217707
gptchats_10248,2023-08-25 17:35:49.571278+00:00,9,9,4657,80239767,16.0,1.0,18.0,1.0,44.0,4.851394120472407,-0.09880181401968
gptchats_10249,2023-08-25 17:35:51.042155+00:00,2,2,295,80240324,20.0,3.0,10.5,2.0,20.0,3.453292298111687,-0.8262488264590502
gptchats_10250,2023-08-25 17:36:37.789707+00:00,6,6,2492,80240326,9.0,1.0,12.666666666666666,1.0,31.0,3.470416307895011,-0.7831181576475501
gptchats_10251,2023-08-25 17:36:53.754750+00:00,6,6,2587,80237427,15.0,3.0,20.0,2.6666666666666665,45.0,3.854348871096619,-0.9678013753145932
gptchats_10252,2023-08-25 17:38:36.084107+00:00,13,13,4682,80239884,13.0,2.0,13.333333333333334,1.3333333333333333,36.0,5.941814252717496,0.5307135097682476
gptchats_10254,2023-08-25 17:39:20.334400+00:00,9,9,3737,80238331,20.0,1.0,28.333333333333332,1.6666666666666667,68.0,4.535598618070079,-0.9681416333187371
gptchats_10255,2023-08-25 17:42:05.883668+00:00,2,1,506,80239627,5.0,1.0,5.0,1.0,5.0,0.0,-0.031936646439135
gptchats_10256,2023-08-25 17:43:39.372014+00:00,10,10,7399,80240329,55.0,1.0,41.666666666666664,1.0,72.0,5.2164064013856155,-0.9315888131968676
gptchats_10257,2023-08-25 17:45:14.179599+00:00,3,2,166,80237427,2.0,1.0,1.5,1.0,2.0,0.0,-0.3384435810148716
gptchats_10258,2023-08-25 17:45:17.629890+00:00,13,13,6788,80238962,10.0,1.0,25.666666666666668,2.0,45.0,5.897752531782805,-0.9652066733688116
gptchats_10259,2023-08-25 17:46:35.717683+00:00,5,5,2013,80237603,16.0,1.0,13.0,1.0,32.0,2.683198422721892,-0.8481305772438645
gptchats_10260,2023-08-25 17:50:56.163798+00:00,2,1,517,80240330,8.0,1.0,8.0,1.0,7.0,0.0,-0.0556435417383909
gptchats_10261,2023-08-25 17:54:49.136334+00:00,2,2,620,80230411,15.0,1.0,15.5,1.5,27.0,6.902955098955338,-0.2801080569624901
gptchats_10262,2023-08-25 17:56:56.482573+00:00,3,3,1667,80240329,8.0,1.0,13.333333333333334,1.0,36.0,0.1147880713742698,0.240401791408658
gptchats_10264,2023-08-25 18:02:36.915069+00:00,3,3,1145,80237002,10.0,1.0,7.666666666666667,1.3333333333333333,20.0,0.4339130057661828,-0.0029284097254276
gptchats_10265,2023-08-25 18:09:52.558990+00:00,2,1,540,80239138,18.0,2.0,18.0,2.0,15.0,0.0,-0.9483234034851192
gptchats_10266,2023-08-25 18:10:38.429538+00:00,3,3,727,80239657,8.0,1.0,16.666666666666668,1.0,32.0,0.9591377583272024,-0.9632019745185972
gptchats_10267,2023-08-25 18:18:44.443601+00:00,8,8,3537,80240342,5.0,1.0,24.333333333333332,1.3333333333333333,56.0,5.09297285054734,-0.950464592780918
gptchats_10270,2023-08-25 18:27:26.547692+00:00,7,7,1998,80240342,15.0,1.0,6.666666666666667,1.0,20.0,3.763593233083947,-0.9698638555128128
gptchats_10271,2023-08-25 18:28:39.570630+00:00,7,7,2166,80240345,10.0,1.0,22.666666666666668,2.0,55.0,3.832545274617088,-0.9718668768182396
gptchats_10272,2023-08-25 18:29:24.995687+00:00,2,2,659,80239878,3.0,1.0,17.5,1.0,28.0,0.0,-0.9627015483565629
gptchats_10273,2023-08-25 18:30:40.598976+00:00,2,1,419,80237496,4.0,1.0,4.0,1.0,3.0,0.0,-0.7837133100256324
gptchats_10274,2023-08-25 18:30:59.309706+00:00,6,5,2044,80239818,7.0,1.0,6.666666666666667,1.0,17.0,2.7644100555820668,-0.9486507452093064
gptchats_10275,2023-08-25 18:31:57.320813+00:00,8,7,5012,80240344,17.0,1.0,17.666666666666668,1.3333333333333333,44.0,4.49065299003152,-0.9110103489365428
gptchats_10276,2023-08-25 18:34:25.759667+00:00,2,2,733,80240350,22.0,1.0,20.5,1.0,28.0,0.0,-0.9277225306723268
gptchats_10277,2023-08-25 18:33:48.613967+00:00,1,1,183,80239689,5.0,1.0,5.0,1.0,5.0,5.452958481162753,-0.8663364201784134
gptchats_10278,2023-08-25 18:37:07.703854+00:00,2,2,833,80239786,40.0,3.0,31.5,3.0,46.0,0.0,-0.9739004923030734
gptchats_10279,2023-08-25 18:37:52.714390+00:00,1,1,166,80239858,3.0,1.0,3.0,1.0,3.0,0.0,-0.9169147927314044
gptchats_10280,2023-08-25 18:46:39.796636+00:00,3,3,917,80237087,10.0,2.0,12.333333333333334,1.6666666666666667,33.0,4.085058254480761,-0.973063433310017
gptchats_10281,2023-08-25 18:46:17.274219+00:00,4,4,1806,80240357,17.0,2.0,13.333333333333334,1.6666666666666667,31.0,1.899231812478246,-0.8508891020901501
gptchats_10282,2023-08-25 18:47:36.030302+00:00,2,2,629,80239786,11.0,1.0,16.0,2.0,27.0,0.0,-0.9700735325459392
gptchats_10283,2023-08-25 18:49:10.920320+00:00,5,5,2761,80239246,81.0,4.0,60.333333333333336,2.6666666666666665,117.0,2.8073257449866165,-0.9542525340802968
gptchats_10284,2023-08-25 18:49:59.131860+00:00,5,4,2252,80240346,7.0,1.0,14.0,1.0,34.0,6.617935865767209,-0.822656231932342
gptchats_10286,2023-08-25 18:52:11.505059+00:00,3,3,1144,80239686,18.0,2.0,15.0,1.3333333333333333,38.0,0.971119423311612,-0.9613376352936028
gptchats_10287,2023-08-25 19:17:47.219301+00:00,6,6,6348,80240364,217.0,11.0,83.66666666666667,5.0,158.0,3.5417085306138083,-0.2314846701920032
gptchats_10288,2023-08-25 19:15:08.752497+00:00,4,4,1593,80236715,19.0,4.0,19.0,3.6666666666666665,43.0,6.063455501118996,-0.22786895185709
gptchats_10289,2023-08-25 19:15:21.969743+00:00,6,5,4003,80240365,6.0,1.0,7.666666666666667,1.0,17.0,2.9409825666493106,-0.968815439613536
gptchats_10290,2023-08-25 19:16:13.986749+00:00,5,5,1766,80239954,11.0,1.0,10.333333333333334,1.3333333333333333,27.0,2.6829099748439367,-0.9660211780574172
gptchats_10291,2023-08-25 19:18:03.511616+00:00,10,10,2338,80240368,6.0,1.0,6.0,1.0,15.0,5.114529609751918,-0.9693382987752556
gptchats_10292,2023-08-25 19:19:29.741331+00:00,6,6,2104,80240360,22.0,1.0,24.333333333333332,1.0,56.0,3.4777525389678905,-0.7991053257137537
gptchats_10294,2023-08-25 19:21:56.949827+00:00,3,3,1181,80239297,7.0,1.0,5.0,1.0,14.0,0.7951857979201351,-0.3179501481354236
gptchats_10295,2023-08-25 19:31:40.077056+00:00,7,7,3659,80240375,29.0,3.0,32.666666666666664,3.0,76.0,5.4858997916661485,-0.9570324192754924
gptchats_10296,2023-08-25 19:36:12.512226+00:00,6,6,4000,80228137,34.0,1.0,21.666666666666668,1.6666666666666667,51.0,3.445772316013049,-0.6544194426387548
gptchats_10297,2023-08-25 19:39:32.203936+00:00,2,2,821,80240383,41.0,4.0,23.0,2.5,42.0,0.0,-0.9664628740865736
gptchats_10298,2023-08-25 19:39:58.721873+00:00,7,7,2163,80240382,18.0,1.0,15.333333333333334,1.0,35.0,4.188508022294578,-0.9657896202988924
gptchats_10299,2023-08-25 19:40:32.460324+00:00,2,2,922,80229545,21.0,2.0,23.0,2.0,40.0,0.0,-0.9768798605073244
gptchats_10300,2023-08-25 19:40:46.737619+00:00,5,5,2037,80240378,4.0,1.0,10.333333333333334,1.3333333333333333,27.0,6.498025968225889,-0.8604332378599793
gptchats_10301,2023-08-25 19:46:42.760695+00:00,3,3,1334,80240386,70.0,7.0,43.0,4.0,82.0,0.9781454290407884,-0.0044947862625122
gptchats_10302,2023-08-25 19:46:47.636086+00:00,3,2,450,80239268,9.0,1.0,7.0,1.0,10.0,0.0,-0.937459513079375
gptchats_10303,2023-08-25 19:51:43.115002+00:00,9,9,5206,80240386,52.0,5.0,38.0,3.3333333333333335,69.0,5.480178266942362,-0.5459548756480217
gptchats_10306,2023-08-25 20:01:08.625234+00:00,5,4,1667,80236452,6.0,1.0,4.0,1.0,11.0,2.0832719930052153,-0.2782532470300793
gptchats_10307,2023-08-25 20:02:53.387607+00:00,5,4,2099,80238492,12.0,1.0,7.333333333333333,1.0,21.0,6.437774898985187,-0.9677775991149248
gptchats_10308,2023-08-25 20:06:20.671360+00:00,3,3,726,80224660,9.0,1.0,6.666666666666667,1.0,13.0,0.8775855653790925,-0.5200813040137291
gptchats_10309,2023-08-25 20:24:05.042961+00:00,2,2,980,80237096,56.0,4.0,39.5,2.5,56.0,0.0,-0.780498867854476
gptchats_10310,2023-08-25 20:24:15.933880+00:00,2,2,541,80240401,9.0,1.0,6.0,1.0,10.0,7.537996675199244,-0.952475547324866
gptchats_10311,2023-08-25 20:35:15.588376+00:00,4,4,1072,80230437,7.0,1.0,3.3333333333333335,1.0,9.0,1.907891754092304,-0.9368909397162496
gptchats_10312,2023-08-25 20:36:16.707141+00:00,12,12,2131,80239846,7.0,1.0,7.333333333333333,1.3333333333333333,19.0,5.686027613496765,-0.1191805526614189
gptchats_10313,2023-08-25 20:37:26.431594+00:00,9,9,4972,80240405,19.0,2.0,14.666666666666666,2.0,36.0,4.951751983609827,-0.9575588312000036
gptchats_10314,2023-08-25 20:42:57.995776+00:00,1,1,881,80239270,106.0,4.0,106.0,4.0,68.0,0.0,-0.4667428396642208
gptchats_10315,2023-08-25 20:45:54.732399+00:00,3,3,910,80239339,8.0,1.0,12.0,1.0,26.0,0.99988566103859,-0.9688809933140874
gptchats_10316,2023-08-25 20:49:37.172925+00:00,8,8,8384,80239270,95.0,7.0,120.33333333333333,7.0,194.0,4.408901201243229,-0.9505889350548388
gptchats_10317,2023-08-25 20:57:30.360516+00:00,8,8,3645,80240411,6.0,1.0,13.666666666666666,1.6666666666666667,32.0,4.486591461554662,-0.964113051770255
gptchats_10318,2023-08-25 21:10:06.982878+00:00,9,9,4677,80234092,78.0,2.0,44.0,2.0,78.0,4.681545499437194,-0.9274186927359552
gptchats_10319,2023-08-25 21:13:05.218452+00:00,7,7,3434,80234852,38.0,2.0,24.333333333333332,2.0,56.0,3.955735716528512,0.5685720285400748
gptchats_10320,2023-08-25 21:14:44.242831+00:00,2,2,1213,80234909,6.0,1.0,3.5,1.0,7.0,2.8781095001774477,-0.8085691025480628
gptchats_10321,2023-08-25 21:09:48.970174+00:00,7,6,1354,80237947,10.0,1.0,11.666666666666666,1.0,29.0,3.274688525401292,-0.2521842694841325
gptchats_10323,2023-08-25 21:14:02.928117+00:00,1,1,60,80230290,1.0,1.0,1.0,1.0,1.0,4.847626984899477,-0.6145668691024184
gptchats_10325,2023-08-25 21:17:59.172510+00:00,23,23,9373,80231909,7.0,1.0,105.0,4.333333333333333,169.0,7.699530386625391,-0.9654003733303398
gptchats_10328,2023-08-25 21:34:34.006418+00:00,5,5,1812,80240423,49.0,4.0,28.666666666666668,2.0,63.0,2.9158955142549337,-0.8044704305939376
gptchats_10329,2023-08-25 21:34:43.595274+00:00,33,33,17077,80225614,11.0,2.0,7.333333333333333,1.3333333333333333,17.0,8.815453031825344,-0.9235181543044746
gptchats_10331,2023-08-25 21:45:10.088441+00:00,7,7,2892,80240427,5.0,1.0,6.333333333333333,1.0,16.0,4.090745897096067,-0.0423068068921566
gptchats_10332,2023-08-25 21:46:32.211068+00:00,2,2,1190,80240428,33.0,3.0,59.0,3.5,75.0,0.0,-0.9681150740943848
gptchats_10334,2023-08-25 21:48:43.560724+00:00,2,2,807,80229261,21.0,2.0,19.0,1.5,32.0,0.0,0.3442830657586455
gptchats_10335,2023-08-25 21:53:13.037708+00:00,1,1,239,80240429,8.0,1.0,8.0,1.0,7.0,2.156882670558895,-0.9546481969300658
gptchats_10336,2023-08-25 21:51:10.145469+00:00,1,1,207,80236675,6.0,1.0,6.0,1.0,6.0,0.0,-0.1846075821667909
gptchats_10338,2023-08-25 21:52:22.696516+00:00,5,5,2969,80240428,15.0,1.0,26.0,1.3333333333333333,55.0,5.069806398289786,-0.8410116950981319
gptchats_10339,2023-08-25 21:53:32.166097+00:00,8,8,2769,80236675,2.0,1.0,4.666666666666667,1.6666666666666667,13.0,4.419798127619038,-0.9468043325468898
gptchats_10340,2023-08-25 21:58:32.224788+00:00,3,2,1060,80240434,21.0,1.0,14.5,1.0,25.0,0.0,-0.0713024325668811
gptchats_10341,2023-08-25 22:09:30.048283+00:00,2,1,940,80239966,8.0,1.0,8.0,1.0,8.0,0.0,-0.9381382483989
gptchats_10343,2023-08-25 22:14:52.658717+00:00,3,3,878,80240441,10.0,1.0,15.333333333333334,1.3333333333333333,37.0,6.653310977798659,-0.9273164598271252
gptchats_10344,2023-08-25 22:17:15.872369+00:00,4,4,1740,80240443,39.0,3.0,26.666666666666668,3.0,54.0,1.9782294395832307,-0.1162311807274818
gptchats_10345,2023-08-25 22:18:49.165790+00:00,8,8,2247,80237696,6.0,1.0,11.666666666666666,1.0,29.0,4.525197271774285,-0.8154794126749039
gptchats_10346,2023-08-25 22:20:19.858774+00:00,8,8,2710,80240442,5.0,1.0,3.0,1.0,9.0,4.45290077416753,-0.9292885244358332
gptchats_10347,2023-08-25 22:21:32.940935+00:00,1,1,356,80232133,7.0,1.0,7.0,1.0,7.0,5.480948031070042,-0.0420917943120002
gptchats_10348,2023-08-25 22:21:14.680037+00:00,2,1,80,80240253,10.0,1.0,10.0,1.0,10.0,0.0,0.0741679649800062
gptchats_10350,2023-08-25 22:27:09.841804+00:00,1,1,196,80240449,5.0,1.0,5.0,1.0,5.0,0.0,-0.9596795842517168
gptchats_10351,2023-08-25 22:32:48.630973+00:00,7,7,2108,80238283,7.0,1.0,6.666666666666667,1.0,18.0,4.149723831234465,-0.9539164612069726
gptchats_10352,2023-08-25 22:37:39.534404+00:00,4,4,1317,80240448,13.0,2.0,8.666666666666666,1.3333333333333333,21.0,6.335896896872435,0.7545627877116203
gptchats_10353,2023-08-25 22:40:00.755353+00:00,8,7,3827,80240381,62.0,2.0,32.333333333333336,2.0,72.0,4.113552107002904,-0.0973894149065017
gptchats_10354,2023-08-25 22:40:25.668951+00:00,2,2,738,80225078,23.0,1.0,20.5,1.0,29.0,5.306087046759479,-0.965301630552858
gptchats_10355,2023-08-25 22:42:31.924353+00:00,8,8,3428,80240457,38.0,1.0,32.0,1.0,58.0,4.469417111495111,0.1061635492369532
gptchats_10356,2023-08-25 22:53:26.836369+00:00,11,11,4552,80227613,17.0,1.0,29.0,1.0,56.0,8.622098890872204,-0.0749966502189636
gptchats_10357,2023-08-25 22:58:38.127276+00:00,3,2,546,80240463,6.0,1.0,7.0,1.0,9.0,0.0,-0.4651000592857599
gptchats_10358,2023-08-25 23:00:04.814687+00:00,5,4,3244,80240465,3.0,1.0,4.333333333333333,1.0,11.0,5.25480264592371,-0.190321996808052
gptchats_10359,2023-08-25 23:01:30.157985+00:00,7,7,4404,80240464,44.0,2.0,24.333333333333332,1.3333333333333333,55.0,4.176965487195956,-0.8027005041949451
gptchats_10360,2023-08-25 23:07:21.001068+00:00,18,18,5637,80240467,1.0,1.0,6.333333333333333,1.0,16.0,7.028412624032146,0.6659275367856026
gptchats_10361,2023-08-25 23:14:48.969031+00:00,8,8,4372,80240469,36.0,3.0,39.0,2.3333333333333335,82.0,4.276682469261241,-0.9186643927823752
gptchats_10362,2023-08-25 23:15:35.078377+00:00,4,4,1066,80228626,22.0,1.0,19.666666666666668,1.3333333333333333,43.0,1.6610026116731575,0.9653356882045044
gptchats_10363,2023-08-25 23:16:07.913881+00:00,1,1,1239,80240470,208.0,3.0,208.0,3.0,100.0,0.0,-0.888774212449789
gptchats_10364,2023-08-25 23:19:45.802257+00:00,11,11,4124,80240471,6.0,1.0,9.0,1.0,24.0,5.39432678855932,-0.9627892870921642
gptchats_10365,2023-08-25 23:23:52.494173+00:00,12,12,4635,80238962,10.0,1.0,13.0,1.0,33.0,5.743897589907151,-0.934824679978192
gptchats_10366,2023-08-25 23:29:05.841868+00:00,1,1,315,80234840,9.0,2.0,9.0,2.0,8.0,0.0,0.1101219430565834
gptchats_10368,2023-08-25 23:31:36.179844+00:00,1,1,195,80238531,5.0,1.0,5.0,1.0,5.0,0.0,-0.4077189713716507
gptchats_10369,2023-08-25 23:47:48.409949+00:00,6,6,3652,80224877,20.0,1.0,56.0,2.3333333333333335,100.0,3.600836266787388,-0.945379889337346
gptchats_10372,2023-08-26 00:04:05.331907+00:00,7,7,2942,80240475,23.0,1.0,17.666666666666668,1.6666666666666667,47.0,4.035785536888216,-0.9642396331764758
gptchats_10373,2023-08-26 00:04:24.633873+00:00,5,5,1658,80240479,8.0,1.0,6.333333333333333,1.3333333333333333,18.0,2.399014951942251,0.1520721241831779
gptchats_10374,2023-08-26 00:26:39.739954+00:00,8,8,3329,80240480,8.0,1.0,8.666666666666666,1.6666666666666667,19.0,4.45029080418147,-0.96262975782156
gptchats_10375,2023-08-26 00:15:02.788100+00:00,12,11,5756,80240476,61.0,2.0,30.333333333333332,1.3333333333333333,57.0,5.466742482286372,0.2890514843165874
gptchats_10376,2023-08-26 00:14:33.696770+00:00,2,2,620,80240483,15.0,1.0,10.5,1.0,19.0,0.0,0.1079539731144905
gptchats_10377,2023-08-26 00:32:02.619137+00:00,4,4,1407,80240486,29.0,2.0,18.333333333333332,1.3333333333333333,47.0,1.6507892404530495,-0.947272854624316
gptchats_10378,2023-08-26 00:37:08.991889+00:00,9,9,3630,80237413,5.0,1.0,29.666666666666668,2.6666666666666665,64.0,5.705807118707312,-0.8966874482575804
gptchats_10379,2023-08-26 00:37:22.284998+00:00,13,13,5785,80240487,4.0,1.0,8.666666666666666,1.0,21.0,6.019670747445116,-0.9476412234362216
gptchats_10380,2023-08-26 00:43:59.831977+00:00,4,4,3149,80239298,93.0,4.0,56.666666666666664,3.0,101.0,2.1127504228211684,0.0480756312608718
gptchats_10381,2023-08-26 00:44:35.469470+00:00,11,11,5960,80239874,37.0,2.0,20.0,1.6666666666666667,47.0,5.537273360997008,0.0417475122958421
gptchats_10382,2023-08-26 00:47:50.350687+00:00,2,1,496,80227763,4.0,1.0,4.0,1.0,4.0,2.049772940667161,-0.9573498582467436
gptchats_10383,2023-08-26 00:49:28.382265+00:00,9,9,4780,80237729,6.0,1.0,6.333333333333333,1.0,18.0,4.677155959495573,0.0305115208029747
gptchats_10385,2023-08-26 00:53:13.067561+00:00,7,7,3758,80237740,24.0,2.0,23.0,2.0,47.0,6.527965863406649,-0.639083469286561
gptchats_10386,2023-08-26 00:57:11.539380+00:00,2,1,491,80240492,19.0,2.0,19.0,2.0,18.0,0.0,-0.0013494156301021
gptchats_10387,2023-08-26 01:04:56.844593+00:00,6,6,2881,80234180,36.0,3.0,32.666666666666664,2.3333333333333335,76.0,3.4758947079223517,0.870021325070411
gptchats_10388,2023-08-26 00:59:35.423494+00:00,2,1,61,80227763,5.0,1.0,5.0,1.0,5.0,6.846054312541047,-0.771617550868541
gptchats_10389,2023-08-26 01:01:33.553268+00:00,6,6,2625,80233891,8.0,1.0,8.0,1.0,19.0,3.578065733137281,-0.9032033090479672
gptchats_10390,2023-08-26 01:04:14.025603+00:00,6,6,2615,80237603,40.0,1.0,18.666666666666668,1.0,48.0,3.430547101414275,0.1735041588544845
gptchats_10391,2023-08-26 01:04:14.902007+00:00,3,3,1039,80234675,7.0,1.0,7.333333333333333,1.0,17.0,0.5584224087875383,-0.939009424764663
gptchats_10392,2023-08-26 01:07:56.027722+00:00,3,3,921,80240495,6.0,1.0,14.666666666666666,2.0,34.0,0.9748229028900236,-0.914601850323379
gptchats_10393,2023-08-26 01:07:45.992669+00:00,8,8,2245,80240496,4.0,1.0,9.666666666666666,1.0,24.0,4.919852099570791,-0.9596505363006144
gptchats_10394,2023-08-26 01:12:10.048552+00:00,19,19,13259,80237039,17.0,2.0,16.0,1.3333333333333333,38.0,7.21617571483763,-0.9748178797308356
gptchats_10395,2023-08-26 01:12:28.402560+00:00,3,3,1008,80240444,10.0,2.0,17.666666666666668,2.0,43.0,0.9997946406578516,-0.9106495783198624
gptchats_10396,2023-08-26 01:14:21.608706+00:00,1,1,259,80240325,9.0,1.0,9.0,1.0,9.0,0.0,-0.0090901367366313
gptchats_10397,2023-08-26 01:19:14.862582+00:00,4,4,1565,80239849,26.0,1.0,19.0,1.3333333333333333,39.0,2.2359822902753295,0.1590305939316749
gptchats_10398,2023-08-26 01:20:01.865972+00:00,11,10,9100,80240497,4.0,1.0,4.666666666666667,1.0,10.0,5.18219558890568,-0.8159792586229742
gptchats_10399,2023-08-26 01:22:47.660575+00:00,5,5,2056,80227763,30.0,2.0,18.0,1.6666666666666667,44.0,2.3792700852935664,-0.9729345419909804
gptchats_10400,2023-08-26 01:30:04.334123+00:00,9,9,4894,80237740,26.0,1.0,26.333333333333332,1.6666666666666667,58.0,4.862210535254755,-0.2754880674183368
gptchats_10401,2023-08-26 01:32:54.598646+00:00,13,13,7759,80240503,5.0,1.0,4.0,1.0,10.0,8.964799375309891,-0.9363443774636836
gptchats_10402,2023-08-26 01:35:37.256335+00:00,5,5,1676,80240491,19.0,1.0,15.666666666666666,1.3333333333333333,40.0,2.77971094746798,-0.7767671532928944
gptchats_10403,2023-08-26 01:35:45.708689+00:00,2,2,461,80240507,6.0,1.0,11.0,1.5,18.0,0.0,-0.946028660517186
gptchats_10404,2023-08-26 01:35:59.515336+00:00,3,3,829,80240506,11.0,1.0,19.333333333333332,1.0,46.0,0.9992348631348824,-0.9168596495874226
gptchats_10405,2023-08-26 01:40:25.823097+00:00,9,9,5964,80240505,142.0,10.0,76.0,5.333333333333333,136.0,4.8540993925277265,-0.0741758793592453
gptchats_10406,2023-08-26 01:38:16.376377+00:00,9,9,4182,80236674,9.0,1.0,9.666666666666666,1.3333333333333333,27.0,4.889799637548037,-0.585818013176322
gptchats_10407,2023-08-26 01:38:25.714672+00:00,4,4,1321,80240507,4.0,1.0,8.0,1.0,20.0,1.3201639460187804,-0.9552537621930242
gptchats_10408,2023-08-26 01:39:27.713521+00:00,2,1,659,80232214,8.0,1.0,8.0,1.0,8.0,0.0,-0.9582309725228696
gptchats_10409,2023-08-26 01:42:10.627063+00:00,5,5,1591,80240504,15.0,1.0,12.666666666666666,2.0,32.0,2.7286345035907424,-0.8383792010135949
gptchats_10410,2023-08-26 01:41:30.007755+00:00,4,4,648,80240511,1.0,1.0,3.6666666666666665,1.0,10.0,2.045017161828894,-0.7666775910183787
gptchats_10412,2023-08-26 01:45:55.440073+00:00,10,10,4069,80235627,18.0,3.0,10.0,1.6666666666666667,25.0,5.22081913615053,-0.9753588798921556
gptchats_10413,2023-08-26 01:46:23.935227+00:00,2,1,477,80240510,6.0,1.0,6.0,1.0,6.0,0.0,-0.0355416340753436
gptchats_10416,2023-08-26 01:49:29.729131+00:00,4,4,1710,80240514,7.0,1.0,7.333333333333333,1.0,20.0,1.9354757691713185,-0.9589709318242968
gptchats_10417,2023-08-26 01:51:04.038812+00:00,4,3,999,80237729,22.0,1.0,8.666666666666666,1.0,21.0,6.242251872011098,0.5459610521793365
gptchats_10418,2023-08-26 01:59:35.056164+00:00,12,12,6088,80240480,13.0,1.0,8.666666666666666,1.0,21.0,5.894816442551763,-0.9170370567589998
gptchats_10420,2023-08-26 02:06:37.578941+00:00,16,16,8643,80240522,9.0,1.0,13.0,1.6666666666666667,31.0,6.741576902202022,-0.9749911206308752
gptchats_10421,2023-08-26 02:12:50.720609+00:00,9,9,4287,80240526,10.0,1.0,8.666666666666666,1.0,24.0,4.805972392781971,-0.9503955112304538
gptchats_10422,2023-08-26 02:13:58.374967+00:00,1,1,366,80238486,17.0,1.0,17.0,1.0,16.0,0.0,-0.1966432938352227
gptchats_10423,2023-08-26 02:12:58.060448+00:00,5,5,2002,80240527,11.0,1.0,20.0,1.6666666666666667,46.0,2.7773783789775597,-0.9435162739828228
gptchats_10424,2023-08-26 02:18:04.274271+00:00,6,6,2889,80234852,17.0,1.0,33.666666666666664,1.6666666666666667,77.0,3.4914572130530517,0.5295437886379659
gptchats_10425,2023-08-26 02:17:39.123148+00:00,15,15,9035,80240522,5.0,1.0,9.0,1.3333333333333333,21.0,6.525867444117388,-0.9689867331180722
gptchats_10426,2023-08-26 02:23:51.452072+00:00,10,10,4519,80240473,16.0,1.0,12.666666666666666,1.0,31.0,5.263769539588702,-0.3367266887798905
gptchats_10427,2023-08-26 02:25:56.232155+00:00,3,2,755,80240528,2.0,1.0,2.0,1.0,2.0,0.413998229229605,-0.1547349393367767
gptchats_10428,2023-08-26 02:35:42.900404+00:00,1,1,159,80231312,6.0,1.0,6.0,1.0,6.0,0.0,-0.9488685047253966
gptchats_10429,2023-08-26 02:36:23.743826+00:00,2,2,885,80239334,9.0,1.0,18.5,1.5,30.0,0.0,-0.3433603979647159
gptchats_10430,2023-08-26 02:41:53.729651+00:00,3,3,1173,80240354,29.0,2.0,23.666666666666668,2.0,58.0,0.37734814331031,-0.96803780621849
gptchats_10431,2023-08-26 02:42:21.378950+00:00,1,1,166,80237074,5.0,2.0,5.0,2.0,4.0,0.0,-0.8929354632273316
gptchats_10432,2023-08-26 02:44:55.148819+00:00,4,4,840,80234168,1.0,1.0,5.333333333333333,1.0,12.0,2.2357419022936846,-0.4928530640900135
